Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek,Studia
Wydział Zarządzania i Transportu,dr Dominika Dusza,Narzędzia w analizie ekonomicznej biznesu,ćw,Analit,S
Wydział Zarządzania i Transportu,dr Dominika Dusza,Analiza rynków finansowych,wyk,Analit,NZ
Wydział Zarządzania i Transportu,dr Dominika Dusza,Narzędzia w analizie ekonomicznej biznesu,ćw,Analit,NZ
Wydział Zarządzania i Transportu,dr Dominika Dusza,Analiza rynków finansowych,proj,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Etyka w administracji,ćw,Zarz,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Etyka w administracji,wyk,Zarz,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Filozofia,ćw,Zarz,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Seminarium,sem,Zarz,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Filozofia,wyk,Zarz,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Mirosław Dzień,Problemy etyczne w biznesie,konw,Analit,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Współczesne organizacje,ćw,Zzl,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Współczesne organizacje,wyk,Zzl,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie karierą zawodową,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie zasobami ludzkimi,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie zasobami ludzkimi,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,PR w administracji,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Seminarium,sem,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie karierą zawodową,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,PR w administracji,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie zasobami ludzkimi,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Zarządzanie zasobami ludzkimi,wyk,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Sylwia Gąsiorek-Madzia,Problemy etyczne w biznesie,konw,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Podstawy socjologii,wyk,Analit,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Metodologia w nauce,wyk,Analit,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Seminarium licencjackie,sem,Analit,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Problemy etyczne w zawodzie socjologa,konw,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Socjologia wizualna / Badanie obrazów społecznych,proj,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Socjologia wizualna / Badanie obrazów społecznych,wyk,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Wykład monograficzny,wyk,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Dynamika zmian współczesnego społeczeństwa polskiego,konw,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Metody wizualne / Antropologia wizualna,wyk,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Podstawy socjologii,wyk,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Seminarium licencjackie,sem,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Metodologia w nauce,wyk,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Metody wizualne / Antropologia wizualna,wr,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Ireneusz Jeziorski,Podstawy socjologii,ćw,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Metody wizualne / Antropologia wizualna,wyk,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Metody wizualne / Antropologia wizualna,wr,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia prawa / Socjologia problemów spolecznych,konw,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Elementy socjotechniki / Inżynieria społeczna,proj,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia mediów / Mass media i nowe media,proj,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia mediów / Mass media i nowe media,wyk,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Kultura organizacyjna / Kultura i wielokulturowość w biznesie,wyk,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Elementy socjotechniki / Inżynieria społeczna,proj,Soc,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Kultura organizacyjna / Kultura i wielokulturowść w biznesie,wyk,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Kultura organizacyjna / Kultura i wielokulturowść w biznesie,proj,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Elementy socjotechniki / Inżynieria społeczna,proj,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia mediów / Mass media i nowe media,proj,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Kultura organizacyjna / Kultura i wielokulturowść w biznesie,proj,Analit,S
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia mediów / Mass media i nowe media,wyk,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia prawa / Socjologia problemów społecznych,konw,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Kultura organizacyjna / Kultura i wielokulturowść w biznesie,wyk,Analit,NZ
Wydział Zarządzania i Transportu,dr Marcin Korzewski,Socjologia prawa / Socjologia problemów społecznych,konw,Analit,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Procesy demograficzne,konw,Analit,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Metody statystyczne 2,ćw,Analit,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Analizy statystyczne na bazach danych,lab,Soc,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Projekt socjologiczny,proj,Soc,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Metody badań socjologicznych,proj,Soc,S
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Metody statystyczne 2,ćw,Analit,NZ
Wydział Zarządzania i Transportu,dr Łukasz Kubisz-Muła,Procesy demograficzne,konw,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Wprowadzenie do finansów,wyk,Analit,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Wprowadzenie do finansów,ćw,Analit,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Finanse przedsiębiorstw,wyk,Zarz,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Finanse przedsiębiorstw,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Wprowadzenie do finansów,wyk,Analit,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. Dariusz Michalski,Wprowadzenie do finansów,ćw,Analit,NZ
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Rachunkowość zarządcza,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Strategie finansowania organizacji,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Analiza przedsięwzięć inwestycyjnych firmy,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Analiza przedsięwzięć inwestycyjnych firmy,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Analiza portfelowa,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Analiza portfelowa,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Rachunkowość zarządcza,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Strategie finansowania organizacji,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Grażyna Musialik,Finanse przedsiębiorstw,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Komunikacja interpersonalna,wr,Analit,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Budowanie zespołu / Metody pracy z grupą i zespołem,wr,Analit,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Coaching / Podstawy coachingu i mentoringu,wr,Analit,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Psychologia w biznesie,konw,Analit,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Komunikacja interpersonalna,wr,Soc,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Podstawy coachingu i mentoringu,wr,Soc,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Motywowanie pracowników - uwarunkowania psychospołeczne / Psychologia gratyfikacji,wyk,Soc,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Konwersatorium,konw,Soc,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Motywowanie pracowników - uwarunkowania psychospołeczne / Psychologia gratyfikacji,wr,Soc,S
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Coaching / Podstawy coachingu i mentoringu,wr,Analit,NZ
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Psychologia w biznesie,konw,Analit,NZ
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Budowanie zespołu / Metody pracy z grupą i zespołem,wr,Analit,NZ
Wydział Zarządzania i Transportu,dr Katarzyna Piątek,Komunikacja interpersonalna,wr,Analit,NZ
Wydział Zarządzania i Transportu,mgr Paweł Piecuch,Analiza modeli biznesowych,proj,Analit,S
Wydział Zarządzania i Transportu,mgr Paweł Piecuch,Podstawy ekonomii,ćw,Trans,S
Wydział Zarządzania i Transportu,mgr Paweł Piecuch,Mikroekonomia,ćw,ZiIP,S
Wydział Zarządzania i Transportu,mgr Paweł Piecuch,Analiza modeli biznesowych,proj,Analit,NZ
Wydział Zarządzania i Transportu,mgr Paweł Piecuch,Mikroekonomia,ćw,ZiIP,NZ
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Metody prezentacji danych,lab,Analit,S
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Analiza polityk publicznych / Analiza polityk miejskich,proj,Analit,S
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Podstawy ewaluacji,proj,Analit,NZ
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Podstawy ewaluacji,proj,Analit,S
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Analiza polityk publicznych / Analiza polityk miejskich,proj,Analit,NZ
Wydział Zarządzania i Transportu,dr Joanna Wróblewska-Jachna,Metody prezentacji danych,lab,Analit,NZ
Wydział Zarządzania i Transportu,dr Agnieszka Zielińska,Interpersonal communication (w jęz. ang.),konw,Zzl,S
Wydział Zarządzania i Transportu,dr Agnieszka Zielińska,Przedsiębiorczość i innowacje,proj,Analit,S
Wydział Zarządzania i Transportu,dr Agnieszka Zielińska,Instytucje w UE,ćw,Zarz,S
Wydział Zarządzania i Transportu,mgr Dariusz Baran,Monitoring w systemach ITS,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Krzysztof Brzozowski,Infrastruktura transportu,wyk,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Drony w turystyce,lab,Tur,S
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Sterowanie i monitoring,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Podstawy automatyzacji procesów,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Bezzałogowe statki powietrzne,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Bezzałogowe statki powietrzne,lab,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Marcin Honkisz,Systemy mikroprocesorowe,lab,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Tomasz Konior,Monitoring w systemach ITS,wyk,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Tomasz Konior,Systemy sterowania ruchem drogowym,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Tomasz Konior,Środki transportu II,proj,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Seminarium dyplomowe I,sem,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Zarządzanie przedsiębiorstwem logistycznym,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Logistyka zaopatrzenia,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Systemy zarządzania jakością w transporcie,proj,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Logistyka,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Zarządzanie łańcuchem dostaw,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Systemy zarządzania jakością w transporcie,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Logistyka,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Podstawy socjologii,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Mariusz Kubański,Systemy logistyczne,wyk,Trans,NZ
Wydział Zarządzania i Transportu,mgr Anna Lazar,Logistyka,proj,Trans,NZ
Wydział Zarządzania i Transportu,mgr Anna Lazar,Logistyka,lab,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Wiktoria Loga-Księska,Oprogramowanie użytkowe,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Wiktoria Loga-Księska,Usługi i systemy telematyczne,lab,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Wiktoria Loga-Księska,Inżynieria ruchu,lab,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Wiktoria Loga-Księska,Systemy logistyczne,proj,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Sterowanie i monitoring,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Systemy sterowania ruchem drogowym,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Podstawy automatyzacji procesów,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Budowa środków transportu,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Bezpieczeństwo transportu samochodowego,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Budowa środków transportu,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Bezpieczeństwo transportu samochodowego,konw,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Środki transportu II,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Środki transportu I,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Maczyński,Zarządzanie flotą pojazdów,wyk,EP,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Seminarium dyplomowe I,sem,Trans,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Mechanika techniczna III,ćw,Trans,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Drgania mechaniczne,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Mechanika techniczna III,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Drgania mechaniczne,ćw,Trans,S
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Grafika inżynierska A,lab,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Grafika inżynierska A,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Teoria niezawodności i bezpieczeństwa,lab,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Mechanika techniczna III,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Mechanika techniczna III,ćw,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Jerzy Płosa,Teoria niezawodności i bezpieczeństwa,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Metodyka prowadzenia projektów badawczo-rozwojowych,proj,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Metodyka prowadzenia projektów badawczo-rozwojowych,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary potoków ruchu,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Inżynieria ruchu,lab,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary inżynierskie,lab,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Oprogramowanie użytkowe,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary inżynierskie,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary potoków ruchu,work,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Inżynieria ruchu,wyk,Trans,S
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary inżynierskie,lab,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Teoria potoków ruchu w transporcie,lab,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Pomiary inżynierskie,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Teoria potoków ruchu w transporcie,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Inżynieria ruchu,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Usługi i systemy telematyczne,wyk,Trans,NZ
Wydział Zarządzania i Transportu,dr inż. Artur Ryguła,Zarządzanie flotą pojazdów,wyk,EP,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Drony w turystyce,wyk,Tur,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Zarządzanie przedsiębiorstwem logistycznym,proj,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Logistyka,proj,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Logistyka zaopatrzenia,ćw,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Rozwiązania proekologiczne w logistyce,ćw,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Bezzałogowe statki powietrzne,wyk,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Zarządzanie łańcuchem dostaw,ćw,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Infrastruktura transportu,proj,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Challenges of transport - case study (w jęz. ang.),konw,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Bezzałogowe statki powietrzne,wyk,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Justyna Sordyl,Logistyka,lab,Trans,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Zarządzanie strategiczne,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Zarządzanie strategiczne,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Desing thinking,ćw,Tur,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Desing thinking,wyk,Tur,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Przedsiębiorczość,wyk,Kom int,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Przedsiębiorczość,ćw,Kom int,S
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Zarządzanie strategiczne,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Przedsiębiorczość,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Irena Dudzik-Lewicka,Zarządzanie firmą,konw,Zarz,S
Wydział Zarządzania i Transportu,dr Honorata Howaniec,Społeczna odpowiedzialność biznesu,konw,Zarz,S
Wydział Zarządzania i Transportu,dr Honorata Howaniec,Psychologia w zarządzaniu,konw,Zarz,S
Wydział Zarządzania i Transportu,dr Honorata Howaniec,Biznes plan,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr Honorata Howaniec,Biznes plan,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr Honorata Howaniec,Podstawy marketingu,ćw,Kom int,S
Wydział Zarządzania i Transportu,prof. dr hab. Irena Jędrzejczyk,Seminarium,sem,Zarz,S
Wydział Zarządzania i Transportu,prof. dr hab. Irena Jędrzejczyk,Seminarium,sem,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Strategie marketingowe,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Zarządzanie produktem,wyk,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Strategie marketingowe,ćw,Zarz,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Turystyka w sektorze publicznym / Instytucje rynkowe w turystyce,wyk,Tur,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Turystyka w sektorze publicznym / Instytucje rynkowe w turystyce,ćw,Tur,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Content marketing,ćw,Kom int,S
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Zarządzanie i planowanie marketingowe,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Zarządzanie i planowanie marketingowe,wyk,Zarz,NZ
Wydział Zarządzania i Transportu,dr inż. Ewa Lipianin-Zontek,Zarządzanie produktem,ćw,Zarz,S
Wydział Zarządzania i Transportu,prof. dr hab. n. t. Iwona Adamiec-Wójcik,Metody matematyczne w transporcie,lab,Trans,S
Wydział Zarządzania i Transportu,prof. dr hab. n. t. Iwona Adamiec-Wójcik,Metody matematyczne w transporcie,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. dr hab. n. t. Iwona Adamiec-Wójcik,Contemporary transport systems (w jęz. ang.),wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Podstawy grafiki komputerowej,lab,Soc,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Ochrona środowiska w transporcie,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Podstawy programowania,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Ochrona środowiska w transporcie,ćw,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Seminarium dyplomowe II,sem,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Zarządzanie bezpieczeństwem,lab,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Inżynieria bezpieczeństwa w transporcie,ćw,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Inżynieria bezpieczeństwa w transporcie,lab,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Inżynieria bezpieczeństwa w transporcie,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Zarządzanie bezpieczeństwem,proj,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Lucyna Brzozowska,Systemy transportowe,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Podstawy programowania,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Zastosowanie GIS w logistyce,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Zastosowanie GIS w logistyce,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,SIP w transporcie,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Prezentacja wyników badań,konw,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Podstawy programowania,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,SIP w transporcie,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Elementy telematyki transportu,lab,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Łukasz Drąg,Elementy telematyki transportu,wyk,Trans,NZ
Wydział Zarządzania i Transportu,mgr inż. Leonard Grinke,Bazy danych w logistyce,lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Leonard Grinke,Bazy danych w logistyce,wyk,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Leonard Grinke,Contemporary transport systems (w jęz. ang.),lab,Trans,S
Wydział Zarządzania i Transportu,mgr inż. Leonard Grinke,Bazy danych II,lab,Inf,S
Wydział Zarządzania i Transportu,mgr inż. Leonard Grinke,Bazy danych II,lab,Inf,NZ
Wydział Zarządzania i Transportu,dr Jarosław Jabłonka,Filozofia,wyk,Zarz,NZ
Wydział Zarządzania i Transportu,dr Jarosław Jabłonka,Filozofia,ćw,Zarz,NZ
Wydział Zarządzania i Transportu,dr Jarosław Jabłonka,Modelowanie systemów transportowych,lab,Trans,NZ
Wydział Zarządzania i Transportu,dr Jarosław Jabłonka,Systemy transportowe,ćw,Trans,NZ
Wydział Zarządzania i Transportu,dr Jarosław Jabłonka,Modelowanie systemów transportowych,wyk,Trans,NZ
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Nowak,Grafika inżynierska,lab,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Nowak,Grafika inżynierska,wyk,Trans,S
Wydział Zarządzania i Transportu,prof. UBB dr hab. inż. Andrzej Nowak,Bazy danych,lab,AiR,S
